2
1500023424
DUB
5
MUC 2 34 1500023424 1546184704
HEL 2 48 1500023424 1546184704
EWR 3 46 1500023424 1546184704
ARN 4 47 1500023424 1546184704
ORD 2 49 1500023424 1546184704
10612
1	ARN	DUB	1500049152	1500059136	416.00
2	ARN	DUB	1500133504	1500143360	530.00
3	ARN	DUB	1500189952	1500199808	416.00
4	ARN	DUB	1500202240	1500212096	416.00
5	ARN	DUB	1500279040	1500288896	416.00
6	ARN	DUB	1500281728	1500291328	311.00
7	ARN	DUB	1500299648	1500309632	530.00
8	ARN	DUB	1500384000	1500393856	416.00
9	ARN	DUB	1500397440	1500407424	416.00
10	ARN	DUB	1500399872	1500409856	79.00
11	ARN	DUB	1500450944	1500460800	176.00
12	ARN	DUB	1500475136	1500485120	228.00
13	ARN	DUB	1500546304	1500556160	228.00
14	ARN	DUB	1500569344	1500579328	416.00
15	ARN	DUB	1500626688	1500636288	114.00
16	ARN	DUB	1500626944	1500636928	228.00
17	ARN	DUB	1500627328	1500636928	313.00
18	ARN	DUB	1500653952	1500663936	416.00
19	ARN	DUB	1500738304	1500748160	416.00
20	ARN	DUB	1500794752	1500804608	176.00
21	ARN	DUB	1500807040	1500816896	291.00
22	ARN	DUB	1500883840	1500893696	228.00
23	ARN	DUB	1500886528	1500896128	207.00
24	ARN	DUB	1500904448	1500914432	291.00
25	ARN	DUB	1500988800	1500998656	228.00
26	ARN	DUB	1501002240	1501012224	141.00
27	ARN	DUB	1501004672	1501014656	79.00
28	ARN	DUB	1501055744	1501065600	140.00
29	ARN	DUB	1501080064	1501089920	176.00
30	ARN	DUB	1501151104	1501160960	176.00
31	ARN	DUB	1501174144	1501184128	141.00
32	ARN	DUB	1501231488	1501241088	62.00
33	ARN	DUB	1501231744	1501241728	176.00
34	ARN	DUB	1501232128	1501241728	313.00
35	ARN	DUB	1501258752	1501268736	176.00
36	ARN	DUB	1501343104	1501352960	176.00
37	ARN	DUB	1501399552	1501409408	141.00
38	ARN	DUB	1501411840	1501421696	176.00
39	ARN	DUB	1501488640	1501498496	141.00
40	ARN	DUB	1501491328	1501500928	103.00
41	ARN	DUB	1501509248	1501519232	291.00
42	ARN	DUB	1501593600	1501603456	228.00
43	ARN	DUB	1501607040	1501617024	176.00
44	ARN	DUB	1501609472	1501619456	80.00
45	ARN	DUB	1501660544	1501670400	110.00
46	ARN	DUB	1501684736	1501694720	140.00
47	ARN	DUB	1501755904	1501765760	176.00
48	ARN	DUB	1501778944	1501788928	176.00
49	ARN	DUB	1501836288	1501845888	124.00
50	ARN	DUB	1501836544	1501846528	141.00
51	ARN	DUB	1501836928	1501846528	313.00
52	ARN	DUB	1501863552	1501873536	176.00
53	ARN	DUB	1501947904	1501957760	228.00
54	ARN	DUB	1502004352	1502014208	110.00
55	ARN	DUB	1502016640	1502026496	176.00
56	ARN	DUB	1502093440	1502103296	140.00
57	ARN	DUB	1502096128	1502105728	124.00
58	ARN	DUB	1502114048	1502124032	416.00
59	ARN	DUB	1502198400	1502208256	141.00
60	ARN	DUB	1502211840	1502221824	141.00
61	ARN	DUB	1502214272	1502224256	80.00
62	ARN	DUB	1502265344	1502275200	110.00
63	ARN	DUB	1502289664	1502299520	110.00
64	ARN	DUB	1502360704	1502370560	176.00
65	ARN	DUB	1502383744	1502393728	176.00
66	ARN	DUB	1502441088	1502450688	57.00
67	ARN	DUB	1502441344	1502451328	141.00
68	ARN	DUB	1502441728	1502451328	313.00
69	ARN	DUB	1502468352	1502478336	176.00
70	ARN	DUB	1502552704	1502562560	140.00
71	ARN	DUB	1502609152	1502619008	89.00
72	ARN	DUB	1502621440	1502631296	141.00
73	ARN	DUB	1502700928	1502710528	103.00
74	ARN	DUB	1502705664	1502715648	141.00
75	ARN	DUB	1502794240	1502804096	141.00
76	ARN	DUB	1502824192	1502834048	141.00
77	ARN	DUB	1502879744	1502889600	228.00
78	ARN	DUB	1502965504	1502975360	176.00
79	ARN	DUB	1503042560	1503052544	52.00
80	ARN	DUB	1503045888	1503055488	103.00
81	ARN	DUB	1503046528	1503056128	313.00
82	ARN	DUB	1503135360	1503145216	110.00
83	ARN	DUB	1503161344	1503171328	110.00
84	ARN	DUB	1503229824	1503239680	141.00
85	ARN	DUB	1503256192	1503266048	228.00
86	ARN	DUB	1503305728	1503315328	114.00
87	ARN	DUB	1503310464	1503320448	228.00
88	ARN	DUB	1503399040	1503408896	141.00
89	ARN	DUB	1503428992	1503438848	141.00
90	ARN	DUB	1503484544	1503494400	141.00
91	ARN	DUB	1503570304	1503580160	176.00
92	ARN	DUB	1503647360	1503657344	110.00
93	ARN	DUB	1503650688	1503660288	124.00
94	ARN	DUB	1503651328	1503660928	63.00
95	ARN	DUB	1503740160	1503750016	109.00
96	ARN	DUB	1503766144	1503776128	141.00
97	ARN	DUB	1503834624	1503844480	141.00
98	ARN	DUB	1503860992	1503870848	140.00
